기관,대분류 테마,중분류 테마,해당 문장 발췌,,,,,,,,,,,,,,,,,,,,,,
KRIBB,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"저희 같은 경우에는 새로운 파트너들이 주로 선진국들이 별로 많지가 않으니 그런 경우에는 저희가 꼭 직접 눈으로도 봐야 되고, 그 양반들의 연구 수행 능력이라든지 협력 의지라든지 그런 것들을 재차 3차 직접 확인을 하고,",,,,,,,,,,,,,,,,,,,,,,
KRIBB,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"컨택 포인트, 새로운 협력 포인트든 그걸 좀 사실은 공유를 할 수 있으면 좋겠다는 생각을 많이 했었어요.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,기관 내에 국제 협력 DB 같은 게 따로 있지는 않은,,,,,,,,,,,,,,,,,,,,,,
KRIBB,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"지금 센터장님이 생각하고 계시는 게 좀 약간 다층으로 그런 지도를 만들어서 전략 기술별, 분야별, 그런 학계별, 분야 위치, 지리적 위치별로 아예 좀 다층적으로 지도를 만들어서 이 분야에 누구랑 이렇게 협력을 하고 싶은데, 정말 그런 말씀하신 상황 같은 게 발생했을 때 연구자에게 좀 도움이 될 만한 플랫폼을 만들고 싶다가 좀 장기적인 플랜으로 생각하고 계시는 부분이 있거든요.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,국제 협력의 구체적 성과 및 결과물,"기본적으로는 그 분들은 현지 그 나라에 있는 유용 식물 자원들을 확보를 해서 실물 자원이랑 표본이랑 그 식물이 가지고 있는 특성 정보, 민족 식물학 정보라든지 traditional knowledge 라고 해서 저희가 TK 라고 부르기는 하는데 그런 정보까지 포함해서 저희한테 보내주는 게 그쪽의 역할이고요.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,국제 협력의 구체적 성과 및 결과물,"그렇게 보관된 소재들은 양쪽 어떤 소재들도 저희가 알코올 추출물, 저희 표준대로 만들어서 한 종당 100 카피씩 만들어서 저희 추출물 은행에 뱅킹을 해놓고, 국내에 있는 연구자들이 아마존이든 아프리카든 전 해외에 있는 어떤 식물 자원에 대한 연구를 하고 싶다라고 하면 온라인으로 분양을 해서 저희가 보내드리는 그런 국가 인프라 시스템으로 운영이 되고 있는 상황이고요.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,국제 협력의 구체적 성과 및 결과물,"거기서 발생하는 어떤 형태의 지적 재산권이라든지 도감이 됐든 논문, 특허, 기술이전, 어떤 형태의 지재권도 다 파트너 국가들하고 셰어링하는 그런 형태로 사업이 진행이 되고 있습니다.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,해외 파견 인력의 운영 및 애로사항,가장 오래되신 분은 한 지금 한 18년째 중국에 나가 계셔서,,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,해외 파견 인력의 운영 및 애로사항,"해외에 오래 파견을 나가 계심으로써 이제 열대 지역, 아열대 지역의 자원 전문가로 양성이 되는 거죠.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,해외 파견 인력의 운영 및 애로사항,"파견 수당이 따로 있기는 하죠. 현지에 거주하면 주택 임차료나 이런 것들은 이제 센터 운영비에서 다 지급이 되고, 원래 받는 본봉 말고 파견 수당이 국가마다 조금 다르긴 합니다마는 한 연 2500에서 3000 좀 더 될 수도 있겠다.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,해외 파견 인력의 운영 및 애로사항,"특히 중남미 같으면 생각보다 코스타리카라는 국가가 물가가 엄청 비싸가지고, 중남미 치고는 아마 거의 가장 물가가 비싼 국가일 수도 있습니다.",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,글로벌 협력 네트워크 구축 과정,NIH에 있는 산하에 NCI가 있잖아요. National Cancer Institute 거기에 천연물 은행이 있는데 전 세계에서 가장 크거든요.,,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,글로벌 협력 네트워크 구축 과정,그래서 콜드 메일이요. 그래서 회사가 답이 없더라고요.,,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,글로벌 협력 네트워크 구축 과정,그래서 어쨌든 NIH 아시아권 이쪽에서 그 사람이 이제 거기에 메일을 보냈더니 그제서야 답장이 오더라고요.,,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,글로벌 협력 네트워크 구축 과정,"책임자 분이 되게 좋으신 분이라 그때 처음 찾아갔던 게 인연이 돼가지고 거기 있는 시설들 다 오픈하고 모든 공간 다 사진 찍든 동영상을 하든 그때 발표 자료들, 모든 자료를 다 오픈을 다 해줘서,",,,,,,,,,,,,,,,,,,,,,,
KRIBB,기타,글로벌 협력 네트워크 구축 과정,같이 술도 좋아하시고 스포츠도 좋아하고 음악도 좋아하고 음악 이야기하다가 연구 이야기도 했다가 이래저래 하면서 되게 끈끈하게 되더라고요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"물론, 대한민국을 위한 기술 선진국과의 전략적 국제협력 전략도 개발합니다. 즉, 선진국을 대상으로 동등한 국제협력 전략과, 개발도상국을 대상으로 한 공여국 위치에서의 국제협력 전략을 개발하는 기관입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,바로 17개 탄소중립기술 분야별 선진국과의 국제협력 전략 수립한 것입니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,짧은 Give의 시간을 감내하면서 그 동안 Take에 대한 치밀한 전략을 마련해야 합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"일본의 원천기술과 정밀함, 한국의 빠름과 정교한 공정 기술 그리고 중국의 경제성 높은 양산기술의 협력.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,여기는 이제 테이크 먼저 가져올 거 생각한 다음에 주는 전략이 맞지 않나라는 생각이에요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,먼저 우리가 받을 게 뭐지 좀 이렇게 간 보고,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,자원 확보 및 접근성,해당 테마에 직접적으로 해당하는 문장은 찾을 수 없습니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"녹색기술연구소(이하 녹색연)의 설립 목적은 두 가지였습니다. 첫째, 대한민국의 효과적인 기후변화대응과 탄소중립 달성을 위한, 행정/연구개발 정책, 규제와 제도, 법을 개발하는 것입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"이에, 국제사회가 효율적으로 기후변화에 대응하고 탄소중립실현할 수 있는 국제협력 전략을 개발하는 것입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"기후변화대응과 탄소중립과 관련하여 대한민국에서 수행되고 있는 모든 글로벌 R&D 협력(공동연구형, 인력교류형, 인프라구축형, 네트워크형)의 '청사진' '밑그림' '전략'을 계획하는 업무입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,협력을 위해서는 가장 먼저 명분이 필요합니다. 기후변화는 3국 모두에게 필요한 명분이 아닐까 생각합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,3국의 이산화탄소 배출량 총합은 25%를 차지합니다. 책임을 져야 합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"이런 기후변화대응이라는 전 인류 명분을 바탕으로 한, 한국-중국-일본의 협력 체제를 만들어 보면 어떨가요?",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,그리고 기후변화라는 게 우리만의 문제가 아니고 전 지구가 해야 될 일 아닙니까?,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,국제 표준 선도 및 규범 형성,해당 테마에 직접적으로 해당하는 문장은 찾을 수 없습니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"둘째, 2021년 수혜국에서 공여국으로 전환되면서, 국제협력에 대한 전략이 부족했습니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"해당 두 건은, 수요국의 수요에 공적 자금이 연계되어 실질적으로 사업까지 발전 진행된 점이 Best입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,개도국은 R&D 협력보다는 사업화 관련 협력 중심으로 전략을 만들고 있습니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"한국 국제협력 기금으로 단발성, 지어주고 끝'에서 벗어나야 합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"인프라 시작과 끝 그리고 안정적으로 운영, 관리할 수 있는 수준의 민간 기업을 중심으로 수익 창출'로 전환해야 합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"인프라 구축에서는 '기업이 주도적인 환경'이 되어야 하고, 지원 가능한 분야에서 연구소와 학교의 수준에 맞춘 보조적 지원이 되어야 합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,나는 국제 협력을 통해서 우리 기술이 들어가서 사업을 하는 게 국제 협력이라고 생각을 한다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,저는 우리나라 국제 협력이 아직 너무 신생아라고 생각을 해요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,그러니까 줘야 받을 수 있는 거잖아요. 근데 우리는 받다가 주니 국제 협력 전략이 저는 없다라고 봐요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,그래서 저는 이제 국제 협력도 이제 이제 기브를 하기 시작했으니까,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,기술 사업화는 방금 말씀하신 대로 특정 기술을 잘 알고 있는다고 하더라도 그걸 어떻게 접목하고 적용하는 앞단 뒷단을 잘 짜는 것에 있어서 한 방향성을 NIGT 가 되게 잘 보여줄 수 있다고 생각하는데,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,중소기업이 기술 이전 받아갖고,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"둘째, 2021년 수혜국에서 공여국으로 전환되면서, 국제협력에 대한 전략이 부족했습니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,대한민국의 국제협력 역사는 미천하다고 생각합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,대한민국의 위상에 맞는 국제협력은 '기관대 기관' '국가대 국가' '기업과의 협력'수준으로 점프해야 합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"그리고 최근 'K'의 위상이 대단합니다. 특히, 문화에서의 위상이 대단합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,치밀하고 계산적인 국제협력 전략을 수립하여 'K-문화'에서 발현되고 있는 '융합과 기존에서 새로움 탄생'의 민족성을 바탕으로 한 번더 경제 기적을 이루어내야 합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"인프라 구축은 국가대 국가의 수준으로 관리가 되어야 합니다. 따라서, 국가대 국가 업무의 시작인 외교부의 역할이 일정 수준으로 지원이 되어야 한다고 생각합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,연구개발 분야의 국제협력을 위해서는 국가대 국가의 일이므로 일정 부분 외교부의 협조가 필요하다고 생각합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,국제 협력과 관련된 R&D에 대한 투자 직접적인 투자인데,,,,,,,,,,,,,,,,,,,,,,
NIGT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,어쨌든 전체 국제협력 사업에 대한 지원이 줄면 큰 틀이 좀 약화되지 않을까 그런 생각이 좀 많이 드네요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,공동 연구,"기후변화대응과 탄소중립과 관련하여 대한민국에서 수행되고 있는 모든 글로벌 R&D 협력(공동연구형, 인력교류형, 인프라구축형, 네트워크형)의 '청사진' '밑그림' '전략'을 계획하는 업무입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,공동 연구,"공동연구 : '최고의 전문가, 전문기관은 지도교수님'에서 과감히 탈피해야 합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"둘째, 2021년 수혜국에서 공여국으로 전환되면서, 국제협력에 대한 전략이 부족했습니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),GCF 자금을 활용한 부탄 교통체계 시스템 설치 사업' 'AKCF(ASEAN Korea Cooperation Funds)를 활용한 인도네시아 도시 폐기물 처리 시스템 설치' 사업입니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"해당 두 건은, 수요국의 수요에 공적 자금이 연계되어 실질적으로 사업까지 발전 진행된 점이 Best입니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"한국 국제협력 기금으로 단발성, 지어주고 끝'에서 벗어나야 합니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"얘네들이 돈 가진 기관이 KOICA, 월드뱅크 이런 데하고 계속 연락하고 이러고 있습니다.",,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),김치연구소는 KOICA 사업으로 태국에 김치 기술을 넣고 싶은 거예요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),월드뱅크 CTCN 이 가장 지금 친합니다.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),저는 우리나라가 공유 수혜국에서 공유된 게 얼마 안 되잖아요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),JAICA 가 정말 동남아시아에 돈을 지속적으로 기부했잖아요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),대통령이 국제협력 사업을 많이 뺀대요 지금 우리가 언제부터 잘 살았다고 주냐,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,CTCN는 조직이 작잖아요.,,,,,,,,,,,,,,,,,,,,,,
NIGT,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,우리가 CTCN에서 하는 대부분의 일을 우리가 협업 형태로 다 해주고 있습니다.,,,,,,,,,,,,,,,,,,,,,,
